Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,TopSpeed,DistanceRun,WalkDist,JogDist,RunDist,HiSpeedRunDist,SprintDist,WalkCount,JogCount,RunCount,HiSpeedRunCount,SprintCount
1,efr0xlfk7a40ds8t4a6r4710p,738077,R. Levy,Roy Levy,Left Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,475584,Roy,Levy,Left Back,10.00,882.00,24.00,9.15,106422.00,27898.00,52630.00,13847.00,6460.30,3566.10,5153.00,6089.00,1002.00,401.00,173.00
2,6fhhm1c5zl8hr65oux0da9vbp,201859,H茅lder Lopes,H茅lder Lopes,Left Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,124907,H茅lder Filipe,Oliveira Lopes,Left Back,10.00,810.00,35.00,8.32,100510.00,25838.00,47064.00,15788.00,7631.90,2206.90,5007.00,5689.00,1207.00,472.00,116.00
2,77so72wzu49hbxw1jzdv5s3my,,W. Habiballah,Wahib Habiballa,Right Attacking Midfielder,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549539,Wahib,Habiballa,Right Attacking Midfielder,10.00,803.00,26.00,9.00,87807.00,24616.00,43454.00,10541.00,4944.40,2503.50,5053.00,5387.00,793.00,306.00,116.00
4,20ixi041snczl3n0nosu78pka,778419,Z. Zasno,Zohar Zasno,Right Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491397,Zohar,Zasno,Right Back,10.00,743.00,22.00,9.13,85897.00,24103.00,41077.00,11369.00,5586.50,2240.00,4024.00,4491.00,861.00,360.00,114.00
5,kvny4bvfkzrpm0vi8u391qeh,483606,M. Shaker,Muhamad Shaker,Right Attacking Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,227447,Muhamad,Shaker,Right Attacking Midfielder,10.00,772.00,27.00,9.19,90194.00,26774.00,42240.00,11704.00,5471.10,2421.70,4254.00,4681.00,884.00,337.00,107.00
5,13k1c264udq2bplib2qmvmfvt,,S. Konstantini,Shay Konstantini,Right Back,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222718,Shay,Konstantini,Right Back,10.00,900.00,28.00,8.38,103644.00,28065.00,53474.00,12938.00,5315.20,1951.70,5368.00,6324.00,981.00,332.00,107.00
7,eqruohw5l3ovawjbp27j9md49,534775,N. Belay,Naftali Balay,Left Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433713,Naftali,Balay,Left Back,10.00,648.00,27.00,8.94,79558.00,18797.00,40341.00,11633.00,5004.40,2247.90,3740.00,4635.00,906.00,302.00,104.00
8,8ay78q8sxpocaxhcwg3f075qt,198888,Abdallah Jaber,Abdallah Jaber,Left Back,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,201450,Abdallah,Jaber,Left Back,9.00,796.00,31.00,8.49,95629.00,23731.00,48024.00,14067.00,6026.00,2047.80,4332.00,5318.00,1129.00,395.00,102.00
8,2rtx5fdppxirmf6sttk0uqz56,778420,T. Muzi,Timothy Muzi,Right Winger,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512260,Timothy,Muzi,Right Winger,10.00,605.00,23.00,9.08,66738.00,18897.00,31356.00,9209.20,4127.00,2011.80,2799.00,3343.00,703.00,242.00,102.00
8,dqjl4656em78riczpw1cx2wkq,846208,R. Keller,Rotem Keller,Left Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512586,Rotem,Keller,Left Back,9.00,764.00,22.00,8.72,93142.00,24407.00,47182.00,12565.00,5352.10,2012.00,4322.00,5009.00,933.00,310.00,102.00
8,1q05odst1ifvrcnpff09l4gd1,,E. Belilti,Eliyahu Belilti,Left Back,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234841,Eliyahu,Belilti,Left Back,10.00,797.00,30.00,8.90,86080.00,25629.00,41000.00,10886.00,4985.30,1916.20,4831.00,5128.00,857.00,313.00,102.00
12,6ogd8jmytb5ed5bfs015zk8vd,539513,S. Bilenkyi,Stanislav Bilenkyi,Centre Forward,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,422305,Stanislav,Bilenkyi,Centre Forward,10.00,894.00,26.00,8.32,103580.00,30072.00,51341.00,12993.00,5444.50,1798.40,5639.00,6109.00,1009.00,335.00,97.00
12,43a6ddkm7zns12a8ql0sf30us,984467,S. Abu Farkhi,Sayed Abu Farkhi,Left Attacking Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,601938,Sayed,Abu Farkhi,Left Attacking Midfielder,10.00,578.00,18.00,8.90,72348.00,17596.00,34546.00,11497.00,5273.80,1981.70,3311.00,4090.00,854.00,322.00,97.00
12,7oh7f9j26ik3k3khu960w1fro,987699,M. Abu Rumi,Muhammad Abu Rumi,Right Attacking Midfielder,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,606186,Muhammad,Abu Rumi,Right Attacking Midfielder,10.00,665.00,20.00,8.84,78807.00,20400.00,38461.00,11548.00,5028.00,1894.10,3636.00,4427.00,868.00,306.00,97.00
15,2ffmtapkhzor2x5a4cybj3w7p,179847,D. Peretz,Dor Peretz,Central Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,212313,Dor,Peretz,Central Midfielder,10.00,739.00,29.00,8.66,90050.00,23895.00,42664.00,13624.00,6017.40,2172.40,4111.00,4872.00,1030.00,385.00,94.00
16,5k91kbwatod7hldycm3qfgqg9,,N. Cohen,Noam Cohen,Right Back,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,235666,Noam,Cohen,Right Back,10.00,886.00,25.00,8.59,103689.00,29748.00,52628.00,12653.00,5082.50,1728.60,5562.00,6228.00,972.00,298.00,92.00
17,bfmv81z5rsblb6l2j8kqsd68l,173710,G. Donyoh,Godsway Donyoh,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,116187,Godsway,Donyoh,Centre Forward,9.00,659.00,30.00,8.56,72399.00,23018.00,33649.00,8702.80,3879.10,1772.90,4016.00,4109.00,657.00,230.00,91.00
18,bbwqcce4tjw5dceh5vtgfrljp,190064,J. Botaka,Jordan Botaka,Left Attacking Midfielder,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,131907,Jordan,Botaka,Left Attacking Midfielder,10.00,842.00,31.00,8.52,97356.00,25892.00,49882.00,13345.00,4808.20,1697.50,4834.00,5568.00,1028.00,298.00,90.00
18,1pt3olrwh3lbb1ad0gamvkg7o,775355,C. Don,C茅dric Franck Don,Defensive Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,482936,C茅dric Franck,Don,Defensive Midfielder,9.00,742.00,20.00,8.67,91743.00,23221.00,46395.00,13444.00,5130.70,1794.70,4603.00,5308.00,1049.00,328.00,90.00
18,ecwmmvkcayzydfuixdbrvdzop,505833,Y. Cohen,Yarden Cohen,Left Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234924,Yarden,Cohen,Left Back,10.00,814.00,27.00,8.34,93216.00,25717.00,46196.00,12657.00,5151.60,1801.40,4660.00,5360.00,967.00,319.00,90.00
18,7g2mvl0zfjphlr7nou5i4f1pm,821860,G. Mizrahi,Guy Mizrahi,Right Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,534476,Guy,Mizrahi,Right Back,10.00,809.00,23.00,8.38,97497.00,24433.00,50422.00,13790.00,5408.60,1607.00,4920.00,5823.00,1044.00,340.00,90.00
22,7jn2vr9iq2cg2ui6oaww1i6i2,690105,L. de Lucas,Luiyi de Lucas,Left Centre Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,500157,Luiyi,de Lucas,Left Centre Back,8.00,669.00,30.00,8.70,72895.00,19846.00,36931.00,9245.90,3783.30,1651.00,4000.00,4573.00,694.00,217.00,89.00
22,4v7uk2jzifp716lchq1zdaesq,669461,O. Agvadish,Omer Agvadish,Right Back,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549496,Omer,Agvadish,Right Back,8.00,698.00,23.00,9.18,81685.00,23738.00,39136.00,10895.00,4507.40,1923.40,4009.00,4670.00,864.00,267.00,89.00
24,464o8uslv6z2fdm269j97gt4a,594280,O. Davida,Osher Davida,Right Attacking Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,449857,Osher,Davida,Right Attacking Midfielder,10.00,677.00,23.00,9.45,72651.00,21938.00,35471.00,8220.70,3662.20,2049.40,4036.00,4182.00,605.00,216.00,88.00
24,awpj7huikvi3rttrmji5v3384,910397,O. Almagor,Ohad Almagor,Centre Attacking Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,647322,Ohad,Almagor,Centre Attacking Midfielder,9.00,662.00,22.00,8.82,82561.00,19569.00,42018.00,12697.00,5020.60,1744.10,3922.00,4584.00,978.00,323.00,88.00
26,ahcozqnpw09flmk5u7u0hyitx,154822,G. Morozov,Grigori Morozov,Left Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,184936,Grigori,Morozov,Left Back,9.00,570.00,30.00,8.63,69222.00,17471.00,33185.00,10999.00,4577.60,1647.90,3304.00,3952.00,835.00,290.00,87.00
26,ee7vqdvs5yow5aa571bkr5ka1,468740,T. Awany,Timothy Awany,Right Centre Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,243409,Timothy,Awany,Right Centre Back,10.00,844.00,28.00,9.14,90328.00,27092.00,46575.00,9690.10,3673.10,1635.60,4862.00,5416.00,732.00,232.00,87.00
28,2rkwd43fg5l9dpvm608mcoxqt,166696,A. Stephens,Alfredo Stephens,Centre Forward,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,195009,Alfredo,Stephens,Centre Forward,8.00,592.00,29.00,9.03,68468.00,18348.00,34634.00,8604.70,3698.60,1892.60,3521.00,4093.00,663.00,232.00,86.00
29,2d1s76x7u3ovp3zn947bi2hd6,770959,K. Kangwa,Kings Kangwa,Central Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,485918,Kings,Kangwa,Central Midfielder,10.00,774.00,25.00,8.49,90243.00,22646.00,44364.00,14377.00,5470.40,1747.60,4017.00,4916.00,1085.00,348.00,85.00
29,93y2cwhio62qhv9h02ic3uaz8,961291,E. Mamatah,Ebenezer Mamatah,Centre Forward,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,591159,Ebenezer,Mamatah,Centre Forward,9.00,427.00,23.00,9.07,53997.00,13249.00,25548.00,8132.90,4055.50,1837.40,2573.00,3132.00,600.00,238.00,85.00
31,8pxup7wz3hbg0xxdo0yb3izca,757055,K. Jaber,Karem Jaber,Right Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,504769,Karem,Jaber,Right Back,10.00,791.00,24.00,8.64,90708.00,23936.00,47125.00,11803.00,4488.40,1705.60,4837.00,5583.00,921.00,277.00,84.00
32,1lwtec7wzbygcevtmg0vq568l,279049,D. Twito,Dudu Twito,Left Back,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,216150,Dudu,Twito,Left Back,10.00,886.00,30.00,8.68,100389.00,30206.00,48357.00,13042.00,5248.20,1685.10,5679.00,6067.00,971.00,324.00,83.00
33,2aryulqex3ercfr5naj04x9zp,174594,D. Sabi'a,Diaa Sabi'a,Centre Attacking Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104614,Diaa,Sabi'a,Centre Attacking Midfielder,10.00,890.00,31.00,8.83,89720.00,29962.00,42701.00,9311.20,4348.20,1881.60,4952.00,5072.00,722.00,275.00,82.00
33,1naxte4xo0jmf4o5eqh6qwhxx,265981,D. David,Din David,Centre Forward,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222162,Din,David,Centre Forward,9.00,746.00,28.00,9.02,78123.00,23957.00,38314.00,8957.00,3843.30,1592.90,4430.00,4670.00,710.00,244.00,82.00
35,dffwv1ce7banybrqihjro745x,259285,M. Baltaxa,Matan Baltaxa,Left Centre Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,429566,Matan,Baltaxa,Left Centre Back,8.00,720.00,29.00,8.63,83475.00,22563.00,41711.00,12229.00,3909.50,1431.20,4287.00,5052.00,945.00,224.00,81.00
35,71tbh31kcu0b3wtklis8bofs9,611750,M. Jaber,Mahmoud Jaber,Central Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,543388,Mahmoud,Jaber,Central Midfielder,9.00,723.00,25.00,9.10,91215.00,18951.00,46850.00,15575.00,6364.00,1719.30,3698.00,5004.00,1219.00,407.00,81.00
37,c7effjthwa4e2jgjn4tegp6ok,,T. Diarra,Thiemoko Diarra,Right Attacking Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,632850,Thiemoko,Diarra,Right Attacking Midfielder,6.00,316.00,21.00,8.60,41205.00,10461.00,19264.00,5920.30,3275.90,1564.90,1681.00,2004.00,428.00,196.00,79.00
38,amn3udbfnzvypqrtpn5zis7v9,211046,A. James,Adeniyi James,Centre Forward,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,134835,Adeniyi,James,Centre Forward,10.00,853.00,31.00,8.66,94428.00,28274.00,46967.00,11708.00,4172.70,1602.70,5113.00,5529.00,940.00,252.00,77.00
39,5dxleurgfe6483pe7qvyc00es,405870,T. Asante,Tyrese Asante,Right Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,546252,Tyrese,Asante,Right Back,9.00,689.00,22.00,8.21,77714.00,20675.00,39528.00,10878.00,3907.80,1310.50,4188.00,4704.00,833.00,240.00,76.00
40,a66gpgdw47c205q150jn9r4k5,268341,I. Zlatanovic,Igor Zlatanovic,Centre Forward,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,242589,Igor,Zlatanovic,Centre Forward,8.00,593.00,26.00,8.74,73164.00,17811.00,36889.00,11431.00,4219.50,1375.70,3718.00,4568.00,897.00,266.00,75.00
41,286e4ovzfgn0p4dfwqiojavhl,308249,V. Damascan,Vitalie Damascan,Left Attacking Midfielder,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,421231,Vitalie,Damascan,Left Attacking Midfielder,8.00,673.00,25.00,8.61,76916.00,21962.00,40418.00,8414.30,3343.30,1441.70,4064.00,4575.00,649.00,214.00,74.00
42,crunii81y2yz52hd52a5ejbv9,215484,A. Garita,Arnold Garita,Centre Forward,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,147570,Arnold,Garita,Centre Forward,9.00,542.00,29.00,8.32,56355.00,16052.00,27059.00,7035.00,3753.40,1406.30,2892.00,3145.00,529.00,224.00,72.00
43,5km2ec4z7tiuoj9wnf3kde02d,247836,L. Serdal,Liran Serdal,Centre Attacking Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222956,Liran,Serdal,Centre Attacking Midfielder,10.00,736.00,30.00,8.61,91403.00,21295.00,45675.00,15583.00,5742.00,1412.10,4177.00,5153.00,1158.00,361.00,71.00
44,jx4qgvdq5vsa0hvgqh73mf2t,482049,C. Mart铆nez,Cristian Mart铆nez,Central Midfielder,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,226637,Cristian,Mart铆nez,Central Midfielder,10.00,849.00,27.00,8.68,98165.00,26812.00,50379.00,13373.00,4541.00,1354.10,4626.00,5357.00,1055.00,282.00,70.00
44,98xo1msy4jq8bwhzwckvvinyt,236725,D. Antilevskiy,Dmitri Antilevskiy,Left Attacking Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,229777,Dmitri,Antilevskiy,Left Attacking Midfielder,9.00,453.00,27.00,8.82,54979.00,15336.00,25555.00,7932.30,3574.90,1518.40,2711.00,2999.00,597.00,221.00,70.00
44,2xkn8lyxwwnghvi9acqp8s4bt,738079,O. Blorian,Or Blorian,Right Centre Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512607,Or,Blorian,Right Centre Back,10.00,688.00,24.00,8.32,76859.00,20486.00,39453.00,10472.00,3851.30,1202.60,3823.00,4320.00,790.00,241.00,70.00
47,49opqk8ocda6lvxf8q3fciqd,182544,P. Twumasi,Patrick Twumasi,Left Winger,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,113965,Patrick,Twumasi,Left Winger,9.00,661.00,30.00,8.55,67205.00,20843.00,31963.00,8101.60,3721.20,1440.00,3082.00,3396.00,620.00,233.00,68.00
47,c1p4g5moxcqcb9f6t0nu6iwut,235150,S. Ben David,Shay David,Left Centre Back,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222245,Shay,David,Left Centre Back,10.00,900.00,27.00,9.00,91156.00,31099.00,44464.00,9587.80,3241.20,1199.80,5438.00,5507.00,724.00,201.00,68.00
49,5sstt5ezbif7qcx49wf727bo5,176643,E. Khutaba,Eyad Khutaba,Right Back,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104626,Eyad,Khutaba,Right Back,10.00,899.00,36.00,8.52,103501.00,31942.00,51964.00,12223.00,4402.90,1243.30,5343.00,5948.00,1016.00,284.00,67.00
49,522uphn86grkxgm8z88lywt0p,539033,F. Vargas,Freddy Vargas,Centre Forward,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,446601,Freddy,Vargas,Centre Forward,8.00,671.00,25.00,8.86,75374.00,24604.00,36766.00,7985.20,3265.60,1549.50,4014.00,4180.00,603.00,195.00,67.00
51,a73ygj1fuda9a1z6p62hhc79x,225157,Nahuel Leiva,Nahuel Leiva,Left Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,178063,Nahuel,Leiva,Left Midfielder,7.00,346.00,27.00,8.83,40373.00,10196.00,19195.00,6161.70,2774.60,1306.00,1719.00,2139.00,449.00,173.00,66.00
51,8twaof4z06di37p9907vqnxt5,329898,Y. Shua,Yarden Shua,Centre Forward,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,235675,Yarden,Shua,Centre Forward,10.00,800.00,25.00,8.38,83978.00,28407.00,40808.00,8876.60,3291.10,1230.40,4750.00,4732.00,700.00,208.00,66.00
53,ez4frh3axu1tll6oyl2c902l0,1045036,N. Stoioanov,Nikita Stoioanov,Left Centre Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,658217,Nikita,Stoioanov,Left Centre Back,10.00,855.00,19.00,8.15,103985.00,24830.00,57547.00,14206.00,4330.40,1165.10,5333.00,6625.00,1108.00,267.00,64.00
54,149ajta5lssgs29msy3o9uz2s,875653,Y. Stoyanov,Yoan Stoyanov,Right Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,521877,Yoan,Stoyanov,Right Midfielder,8.00,492.00,23.00,8.93,62272.00,13957.00,31418.00,10138.00,4114.60,1410.60,3067.00,3693.00,758.00,253.00,63.00
54,168y83gw8t2rvawtf6cty3hex,527200,S. Fadida,Sa'ar Fadida,Central Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234916,Sa'ar,Fadida,Central Midfielder,10.00,502.00,27.00,8.79,63564.00,16133.00,30721.00,9832.10,4376.10,1325.50,2712.00,3463.00,754.00,250.00,63.00
56,aj36hzaahld0t3yrjzhvud51x,284049,D. Biton,Dan Biton,Right Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222207,Dan,Biton,Right Midfielder,7.00,513.00,29.00,8.52,58551.00,15360.00,28396.00,8906.60,3630.60,1152.70,2678.00,3204.00,667.00,238.00,62.00
56,71o615qbo2sq3tcqqup0zf11w,935243,A. Yona,Adi Yona,Central Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,568929,Adi,Yona,Central Midfielder,8.00,569.00,20.00,8.08,70227.00,18189.00,32942.00,11876.00,4830.50,1092.90,3038.00,3740.00,896.00,313.00,62.00
58,3xf3blufuohmj49larszjp5as,953278,N. Ben Harush,Noam Ben Harush,Left Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579148,Noam,Ben Harush,Left Back,9.00,729.00,19.00,8.05,82369.00,22402.00,42977.00,10265.00,4137.90,1066.20,4550.00,5098.00,791.00,254.00,61.00
