Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,TopSpeed,DistanceRun,WalkDist,JogDist,RunDist,HiSpeedRunDist,SprintDist,WalkCount,JogCount,RunCount,HiSpeedRunCount,SprintCount
242,cw9vov45d6ynqn096r41kd4yy,768617,O. Senior,Omer Senior,Central Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,534280,Omer,Senior,Central Midfielder,5.00,130.00,21.00,8.21,18306.00,4457.00,9498.60,2765.90,1040.50,234.40,740.00,959.00,211.00,69.00,13.00
242,16w6vjcelqzzrf5frk2ug08dm,,H. Shapso,Haroun Shapso,Right Centre Back,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607041,Haroun,Shapso,Right Centre Back,6.00,372.00,25.00,7.80,41114.00,11759.00,21904.00,4854.10,1584.90,279.10,2268.00,2583.00,379.00,91.00,13.00
242,4pbo2umjes1p883exi0v66iok,,Y. Distelfeld,Yanai Distalfeld,Centre Attacking Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579141,Yanai,Distalfeld,Centre Attacking Midfielder,9.00,530.00,19.00,7.97,14566.00,3188.40,7390.30,2609.70,872.10,229.10,589.00,826.00,195.00,56.00,13.00
247,c4yeganjgipmrvr7wpzkss53p,89393,E. Tibi,Eitan Tibi,Central Defender,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74318,Eitan,Tibi,Central Defender,5.00,97.00,36.00,7.56,12043.00,3645.30,6080.10,1398.00,558.80,161.70,556.00,656.00,112.00,38.00,12.00
247,9k9fpax1m803err1528v29clw,890054,R. Revivo,Roy Revivo,Left Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,545092,Roy,Revivo,Left Back,2.00,180.00,21.00,7.63,20803.00,5476.40,10435.00,2995.40,1207.60,258.50,1198.00,1355.00,232.00,72.00,12.00
247,bu7is80u60h3xqk2jelczpnh0,947623,N. Dabush,Nehoray Dabush,Centre Forward,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,582851,Nehoray,Dabush,Centre Forward,6.00,30.00,20.00,8.86,6373.30,1663.80,2855.10,943.10,553.80,226.10,298.00,348.00,71.00,34.00,12.00
247,8ho4skixzdtelhpd4zwis2d0q,725581,O. Biton,Ofek Biton,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491373,Ofek,Biton,Centre Forward,5.00,295.00,25.00,7.87,35402.00,9279.80,18459.00,5186.00,1588.60,268.60,1662.00,2025.00,423.00,103.00,12.00
247,a9gkoirq90d9aa4haa7eyd7ft,286141,O. Nadir,Ofek Nadir,Left Back,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,235668,Ofek,Nadir,Left Back,3.00,215.00,25.00,7.87,24332.00,6830.70,12822.00,2987.60,1070.50,235.30,1122.00,1347.00,247.00,63.00,12.00
247,9sva4cj9yo029dj3dhr18bgus,989224,I. Cohen,Ido Cohen,Centre Attacking Midfielder,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,646566,Ido,Cohen,Centre Attacking Midfielder,4.00,72.00,19.00,8.36,9065.70,2524.30,4443.90,1174.00,562.20,208.60,359.00,445.00,94.00,37.00,12.00
247,bfvw8qu10temjw5kzva2j31n8,,M. Badjie,Mansour Badjie,Centre Forward,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,663584,Mansour,Badjie,Centre Forward,5.00,58.00,19.00,8.05,10811.00,2448.40,5218.80,1806.20,895.10,229.50,401.00,554.00,135.00,51.00,12.00
254,ewi3m7xvv3b3lfyw2517o2d0q,743147,M. Kamaheni,Montari Kamaheni,Left Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,476328,Montari,Kamaheni,Left Back,3.00,105.00,24.00,8.97,13725.00,3390.50,7420.60,1712.60,701.00,224.40,780.00,872.00,121.00,43.00,11.00
254,d64i5cx1s0qogghazwq1elrvu,622796,A. Salem,Aviv Salem,Left Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,623993,Aviv,Salem,Left Back,3.00,86.00,24.00,7.87,11853.00,2761.20,5989.90,1811.70,843.70,208.90,551.00,671.00,137.00,54.00,11.00
254,9nnizof0ia18pkhkjsm1eqmfo,986667,O. Dahan,Omer Dahan,Centre Forward,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,592963,Omer,Dahan,Centre Forward,1.00,76.00,19.00,9.08,8481.90,2086.40,4238.00,1261.10,456.10,284.70,363.00,465.00,98.00,29.00,11.00
257,60akajoyva4jv4pyut61dv33e,837203,L. Mizrachi,Lion Mizrachi,Centre Forward,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512424,Lion,Mizrachi,Centre Forward,4.00,82.00,22.00,8.01,11379.00,2753.70,6172.00,1513.80,598.70,166.00,472.00,575.00,119.00,38.00,10.00
258,ejj47sab7r6aj157a60flhhxw,848898,I. Ben Shabat,Itay Ben Shabat,Central Defender,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512556,Itay,Ben Shabat,Central Defender,2.00,85.00,24.00,7.57,9380.30,2289.50,5300.40,1114.60,390.90,141.10,370.00,493.00,91.00,23.00,9.00
259,3y7h2e79gvzrqor9gg854dl91,263520,Miguel Silva,Miguel Silva,Goalkeeper,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,219469,Jo茫o Miguel,Macedo Silva,Goalkeeper,10.00,900.00,29.00,8.53,55664.00,34124.00,18571.00,1491.70,471.70,293.40,3981.00,2791.00,109.00,27.00,8.00
259,a5yl0md0zxxjcxi930xsglsa2,693364,I. Noy,Itamar Noy,Central Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,584665,Itamar,Noy,Central Midfielder,6.00,148.00,23.00,8.46,20286.00,5264.40,10337.00,3192.70,951.80,153.30,1036.00,1253.00,257.00,56.00,8.00
259,2wtgd206ztbi9bze9fxb06wic,960926,B. Khuri,Basil Khuri,Centre Attacking Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590889,Basil,Khuri,Centre Attacking Midfielder,4.00,112.00,20.00,8.51,14665.00,3837.20,7324.20,2295.50,779.50,166.10,624.00,769.00,170.00,50.00,8.00
259,4q5v1wx6mekt94vck7kedexhw,858231,Y. Teper,Yonatan Teper,Centre Forward,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,624021,Yonatan,Teper,Centre Forward,6.00,55.00,24.00,7.97,11642.00,2405.50,6169.00,2101.10,610.20,154.40,414.00,628.00,159.00,41.00,8.00
259,aebm2e6wazf3ifupp54em3co9,315726,M. Badarna,Muhamad Badarna,Centre Attacking Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234886,Muhamad,Badarna,Centre Attacking Midfielder,2.00,39.00,28.00,7.61,6708.40,1470.40,3332.20,1194.50,478.40,106.70,239.00,376.00,86.00,29.00,8.00
259,19owfp8zh5ywbkwklrbzgosiy,286156,I. Trost,Ilay Trost,Centre Attacking Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,475101,Ilay,Trost,Centre Attacking Midfielder,5.00,135.00,25.00,7.94,19697.00,4166.70,10444.00,3395.20,1127.50,193.20,865.00,1134.00,265.00,76.00,8.00
259,36v1niqu06g03ctfbh4gm38ph,,R. Zikri,Roei Zikri,Central Midfielder,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,221979,Roei,Zikri,Central Midfielder,4.00,97.00,32.00,7.91,12530.00,3874.00,6325.10,1415.20,517.40,200.40,604.00,671.00,100.00,32.00,8.00
259,ddaypsfbnqmy5cuewt5ykw3kk,,J. Bushnak,Jubayer Bushnaq,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549348,Jubayer,Bushnaq,Central Midfielder,3.00,116.00,21.00,7.84,15344.00,3137.20,8572.70,2392.50,823.60,149.90,641.00,865.00,189.00,52.00,8.00
267,d93yn9mu4ie2g0isfoaimw639,251142,M. Bareiro,Mariano Bareiro,Left Centre Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,155547,Mariano,Bareiro,Left Centre Back,2.00,90.00,29.00,7.34,9821.30,2750.50,4998.80,1314.90,490.20,93.80,486.00,559.00,99.00,30.00,7.00
267,bnvn62bvgnxme73r0zd7ctx3p,139170,R. Gordana,Roei Gordana,Central Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74361,Roei,Gordana,Central Midfielder,5.00,26.00,34.00,7.85,6029.60,1395.50,2611.10,1281.10,536.60,93.50,209.00,302.00,110.00,34.00,7.00
267,bmao0xz3xrv72wwrm77g9um6t,291847,M. Kandil,Maor Kandil,Right Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,423094,Maor,Kandil,Right Back,2.00,65.00,30.00,9.08,7938.50,2011.30,4065.50,1084.60,486.00,158.10,381.00,422.00,84.00,32.00,7.00
267,8a01f3wjx5fg8xwl1n32ylhat,197588,J. Sebban,Jordan Sebban,Central Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,434827,Jordan,Sebban,Central Midfielder,3.00,78.00,27.00,7.60,11314.00,2652.90,5523.70,2058.40,725.70,137.70,455.00,612.00,159.00,44.00,7.00
267,3hsoubkc41gbw0cflqyzx83u2,846800,R. Unger,Ron Unger,Centre Forward,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512535,Ron,Unger,Centre Forward,2.00,19.00,23.00,8.70,3913.20,898.00,1937.50,638.20,210.50,152.50,186.00,224.00,46.00,13.00,7.00
267,3m5x0jpqhpdrgreap9v5wjqsq,669315,L. Halaf,Loei Halaf,Left Attacking Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,591172,Loei,Halaf,Left Attacking Midfielder,5.00,190.00,24.00,7.59,22545.00,6381.40,11922.00,2963.50,840.30,124.40,949.00,1153.00,226.00,61.00,7.00
267,2roqgf2dh8te13l4r40w0itat,185527,O. Khattab,Obeida Khattab,Left Attacking Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,221940,Obeida,Khattab,Left Attacking Midfielder,3.00,151.00,32.00,7.48,18101.00,5126.30,9807.80,2023.10,697.20,128.10,1026.00,1153.00,159.00,44.00,7.00
274,9zcqenv7ss9zzulbtxbv09yvp,111216,N. Bitton,Nir Bitton,Right Centre Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74438,Nir,Bitton,Right Centre Back,1.00,73.00,33.00,7.87,7925.30,2262.10,4217.70,866.00,321.60,133.70,421.00,481.00,73.00,15.00,6.00
274,kla8y26m5o9em9qrvvfghlud,185800,T. Adi,Tamir Adi,Central Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491393,Tamir,Adi,Central Midfielder,1.00,57.00,31.00,7.74,6705.10,1577.70,3715.80,890.20,282.00,113.10,371.00,445.00,64.00,20.00,6.00
274,8knxd9rm2o0ccthfkatwx8lpl,,S. Hussein,Salah Hussein,Central Midfielder,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607060,Salah,Hussein,Central Midfielder,1.00,14.00,27.00,8.15,2450.90,531.90,1237.00,355.30,198.00,85.20,91.00,109.00,25.00,12.00,6.00
274,al0ck9b3zukgguzb7dl555fdg,,F. Zbedat,Fadel Zbedat,Centre Forward,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512445,Fadel,Zbedat,Centre Forward,4.00,11.00,21.00,8.14,4222.50,1161.90,1879.70,563.10,417.10,120.90,179.00,203.00,41.00,22.00,6.00
278,5it44tbprj69nh1k6gmpmq7yt,211970,I. Sangar茅,Ibrahim Sangar茅,Central Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,245034,Ibrahim,Sangar茅,Central Midfielder,2.00,111.00,30.00,7.91,11957.00,3524.50,6237.40,1384.30,494.20,105.40,620.00,730.00,107.00,28.00,5.00
278,4vo27nx0uzgnp8nmw96ya74t0,897727,A. Lugassy,Ariel Lugassy,Centre Forward,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549358,Ariel,Lugassy,Centre Forward,2.00,51.00,19.00,7.70,7260.10,1588.90,3557.60,1295.90,547.30,106.60,362.00,437.00,102.00,35.00,5.00
278,5whynqf5opfxdhlhfdtydrgq2,847263,M. Abu Nil,Muhammad Abu Nil,Goalkeeper,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512446,Muhammad,Abu Nil,Goalkeeper,10.00,810.00,23.00,6.70,48340.00,28647.00,17254.00,1301.20,329.60,65.90,4099.00,2860.00,105.00,23.00,5.00
278,1ler99njvms6is5jzgk6cxm5m,,D. Dego,David Dego,Left Winger,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512422,David,Dego,Left Winger,2.00,30.00,23.00,7.55,5402.90,1046.00,2804.30,971.80,378.90,85.30,234.00,312.00,82.00,24.00,5.00
278,5pzcsfeiea7ruusevo8yuor9w,,B. Sha'aban,Basel Sha'aban,Centre Forward,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512553,Basel,Sha'aban,Centre Forward,6.00,42.00,24.00,8.72,8719.00,2272.10,4275.00,1378.60,492.90,129.90,430.00,507.00,107.00,27.00,5.00
278,afa7n07acvian4f62vey46j56,,O. Abuhav,Omer Abuhav,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,663581,Omer,Abuhav,Central Midfielder,2.00,11.00,21.00,7.72,3570.10,630.30,1546.40,890.80,344.90,74.30,110.00,189.00,65.00,19.00,5.00
284,c5kzrz0f8vokidfkqozdj7mj9,100797,D. Einbinder,Daniel Einbinder,Central Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74322,Daniel,Einbinder,Central Midfielder,4.00,259.00,35.00,7.32,29153.00,7554.10,15507.00,4269.60,1186.80,126.30,1428.00,1726.00,349.00,73.00,4.00
284,ch8y2mimoj3mywwt30wmeozqh,491760,A. Tzur,Assaf Tzur,Goalkeeper,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234918,Assaf,Tzur,Goalkeeper,10.00,900.00,26.00,7.02,56808.00,35273.00,19059.00,1388.60,275.60,63.20,4290.00,3022.00,107.00,17.00,4.00
284,tey17atns6j7rh4q1jhvuprd,532503,S. Elias,Shay Elias,Defensive Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463610,Shay,Elias,Defensive Midfielder,1.00,48.00,25.00,7.94,5307.20,1596.30,2497.40,818.90,248.40,73.60,183.00,245.00,63.00,16.00,4.00
284,3iq22rug4k9fwv25fnl7mhel0,1048052,M. Brami,Mor Barami,Left Attacking Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,644662,Mor,Barami,Left Attacking Midfielder,3.00,33.00,21.00,8.14,5554.90,1489.80,2825.50,757.20,279.80,86.80,293.00,332.00,49.00,20.00,4.00
284,3hl1mor33qqmjepgazecgpk6i,628100,N. Bazea,Noaf Bazea,Central Midfielder,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,545040,Noaf,Bazea,Central Midfielder,3.00,47.00,23.00,7.56,7519.80,1753.40,4118.60,923.30,483.50,88.30,377.00,472.00,67.00,30.00,4.00
289,3951wkz9d2e7j3e91kfcpabc9,292036,E. Almog,Eylon Almog,Centre Attacking Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,429569,Eylon,Almog,Centre Attacking Midfielder,1.00,8.00,25.00,8.58,1325.80,274.40,557.50,228.80,143.70,90.80,67.00,79.00,18.00,11.00,3.00
289,abu8ty1fb2pscviow7wkbwfoq,594415,E. Shuranov,Erik Shuranov,Centre Forward,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,513792,Erik,Shuranov,Centre Forward,1.00,14.00,22.00,7.38,2139.30,714.20,988.30,263.60,101.30,38.00,88.00,102.00,21.00,5.00,3.00
291,dmxz2qeiqorbnirkoarl9y3ca,,G. Avramov,Gilad Abramov,Left Attacking Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491388,Gilad,Abramov,Left Attacking Midfielder,1.00,14.00,24.00,7.48,2484.30,576.00,1149.80,467.20,213.90,30.10,98.00,137.00,35.00,13.00,2.00
291,c2f59e11qnhuqgg2xqd21x905,,E. Velblum,Eithan Velblum,Central Midfielder,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,229890,Eithan,Velblum,Central Midfielder,1.00,27.00,27.00,8.29,3411.30,844.00,1729.30,510.60,205.50,60.30,148.00,188.00,38.00,12.00,2.00
291,8nyauxmzjkd9yccn69tj0n8d0,,N. Markovitch,Nadav Markovitch,Defensive Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,662592,Nadav,Markovitch,Defensive Midfielder,2.00,19.00,20.00,7.28,3507.40,634.50,1893.30,635.20,255.40,22.50,121.00,186.00,50.00,14.00,2.00
291,9lza9wmzkjw6v09hfzp38vm6s,,B. Levy,Ben Levy,Right Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,662576,Ben,Levy,Right Back,1.00,6.00,20.00,8.26,1252.20,399.10,569.30,155.10,43.90,63.80,46.00,60.00,12.00,3.00,2.00
295,32ayuvm6p9yutm6okmtpn2nzd,527546,A. Glazer,Amit Glazer,Central Defender,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,511554,Amit,Glazer,Central Defender,2.00,90.00,24.00,7.20,9446.80,2953.70,4933.30,947.70,382.60,50.60,639.00,648.00,70.00,27.00,1.00
295,47xqx4s8aj2kirxmpzrw3macp,491101,S. Keouf,Shareef Keouf,Goalkeeper,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,449810,Shareef,Keouf,Goalkeeper,10.00,900.00,23.00,6.39,50777.00,32573.00,16184.00,1216.00,196.90,8.60,3435.00,2508.00,105.00,14.00,1.00
295,cnjbvnm73ttsbt56oul8zj4ve,847261,T. Tzarfati,Tomer Tzarfati,Goalkeeper,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,521868,Tomer,Tzarfati,Goalkeeper,3.00,234.00,21.00,5.88,13538.00,9273.90,3780.50,311.90,33.60,13.10,737.00,575.00,29.00,2.00,1.00
295,evktllmp3l6mfb6o4im0ag0ve,615560,Y. Malede,Yonas Malede,Left Attacking Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,446792,Yonas,Malede,Left Attacking Midfielder,1.00,3.00,24.00,7.33,1201.50,202.80,610.90,220.00,126.10,18.00,39.00,64.00,16.00,10.00,1.00
295,bnfxpi1hwtf8typhlqeufrqj8,838255,L. Deri,Liel Deri,Central Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549471,Liel,Deri,Central Midfielder,1.00,45.00,21.00,6.96,5462.40,1417.30,3009.20,721.10,196.50,22.40,303.00,353.00,62.00,10.00,1.00
295,ew4mvbwdmqzu8ezwci89xcpre,783263,T. Bushank,Tarek Bushank,Right Centre Back,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590902,Tarek,Bushank,Right Centre Back,1.00,24.00,25.00,7.07,2769.50,926.50,1488.20,209.80,84.00,21.60,142.00,165.00,13.00,6.00,1.00
295,dw5x2fw3he7o15gdr2m8zt5w4,,A. Porat Ayash,Anis Porat Ayash,Left Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,631312,Anis,Porat Ayash,Left Back,2.00,55.00,19.00,7.38,1951.20,438.50,944.20,399.50,112.70,11.80,92.00,123.00,34.00,6.00,1.00
302,3gxpefndkobgr2j35yidlhvx1,223392,Daniel,Daniel,Goalkeeper,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,196852,Daniel,Miller Tenenbaum,Goalkeeper,10.00,900.00,29.00,5.53,41929.00,31042.00,10023.00,362.50,49.80,2.00,2864.00,1732.00,27.00,4.00,0.00
302,dvqars5b48bx1bfbdogsv21ud,127412,R. Gershon,Rami Gershon,,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,76983,Rami,Gershon,,0.00,0.00,36.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
